adress,location,size:rooms,fee,features,sale_price,sold_date,value_dev,ppsqm,district
"timmermansgränd 3, 3tr","maria, stockholms kommun",98 m²   5 rum,4 424 kr/mån,balkong&hiss,slutpris 8 250 000 kr,såld 31 mars 2021,+11 %,84 184 kr/m²,sodermalm
lundagatan 38a,"södermalm högalid, stockholms kommun","33 m²   1,5 rum",1 739 kr/mån,hiss,slutpris 3 300 000 kr,såld 31 mars 2021,+10 %,100 000 kr/m²,sodermalm
"skånegatan 51, 5tr (högst upp)","katarina, stockholms kommun",70 m²   3 rum,2 681 kr/mån,balkong&hiss,slutpris 7 900 000 kr,såld 31 mars 2021,+15 %,112 857 kr/m²,sodermalm
"anders reimers väg 8, 3tr","södermalm-reimersholme, stockholms kommun",56 + 18 m²   2 rum,3 099 kr/mån,null,slutpris 5 775 000 kr,såld 31 mars 2021,+10 %,103 125 kr/m²,sodermalm
siargatan 11,"södermalm - katarina, stockholms kommun",42 m²   2 rum,2 132 kr/mån,hiss,slutpris 3 550 000 kr,såld 31 mars 2021,+27 %,84 524 kr/m²,sodermalm
"bergsunds strand 3, 2 tr","södermalm, stockholms kommun",20 m²   1 rum,286 kr/mån,null,slutpris 2 640 000 kr,såld 31 mars 2021,-2 %,132 000 kr/m²,sodermalm
"magnus ladulåsgatan 37, 2tr","södermalm, stockholms kommun",73 m²   3 rum,3 268 kr/mån,balkong&hiss,slutpris 6 125 000 kr,såld 31 mars 2021,+25 %,83 904 kr/m²,sodermalm
fatburs kvarngata 28,"södermalm - södra station, stockholms kommun",89 m²   4 rum,5 251 kr/mån,balkong,slutpris 7 520 000 kr,såld 31 mars 2021,+11 %,84 494 kr/m²,sodermalm
"ölandsgatan 48, 4 tr","södermalm, stockholms kommun",59 m²   2 rum,2 070 kr/mån,balkong&hiss,slutpris 7 500 000 kr,såld 31 mars 2021,+22 %,127 119 kr/m²,sodermalm
"wollmar yxkullsgatan 5, 2 tr ög","mariatorget, stockholms kommun",54 m²   2 rum,3 616 kr/mån,balkong,slutpris 5 850 000 kr,såld 30 mars 2021,null,108 333 kr/m²,sodermalm
kvarngatan 20,"maria, stockholms kommun",102 m²   3 rum,2 924 kr/mån,balkong,slutpris 10 500 000 kr,såld 30 mars 2021,±0 %,102 941 kr/m²,sodermalm
maria skolgata 77b,"södermalm - högalid, stockholms kommun",121 m²   5 rum,5 728 kr/mån,balkong&hiss,slutpris 12 050 000 kr,såld 30 mars 2021,+21 %,99 587 kr/m²,sodermalm
heleneborgsgatan 48,"södermalm, stockholms kommun","94,2 m²   3 rum",3 776 kr/mån,balkong&hiss,slutpris 10 200 000 kr,såld 30 mars 2021,108 280 kr/m²,,sodermalm
"sankt paulsgatan 23, högst upp","södermalm - mariatorget, stockholms kommun",40 m²   2 rum,1 623 kr/mån,null,slutpris 5 200 000 kr,såld 30 mars 2021,+35 %,130 000 kr/m²,sodermalm
ploggatan 2,"södermalm - sofia, stockholms kommun",59 m²   3 rum,3 082 kr/mån,hiss,slutpris 5 875 000 kr,såld 30 mars 2021,+21 %,99 576 kr/m²,sodermalm
"tegelviksgatan 73, sjöfrontad!","stockholm, stockholms kommun",62 m²   2 rum,3 692 kr/mån,balkong&hiss,slutpris 4 550 000 kr,såld 30 mars 2021,+8 %,73 387 kr/m²,sodermalm
"tavastgatan 13, 1 tr","södermalm, stockholms kommun",42 m²   2 rum,2 798 kr/mån,hiss,slutpris 4 150 000 kr,såld 30 mars 2021,+12 %,98 810 kr/m²,sodermalm
"vintertullstorget 40, 1 tr (vån 2)","södermalm - norra hammarbyhamnen, stockholms kommun","103,5 m²   4 rum",5 602 kr/mån,balkong&hiss,slutpris 8 600 000 kr,såld 30 mars 2021,+15 %,83 092 kr/m²,sodermalm
"bergsunds strand 34, 5 tr","södermalm högalid, stockholms kommun",41 m²   2 rum,1 997 kr/mån,hiss,slutpris 4 210 000 kr,såld 30 mars 2021,+20 %,102 683 kr/m²,sodermalm
"högbergsgatan 30 b, 3 tr","södermalm katarina, stockholms kommun",58 m²   2 rum,2 674 kr/mån,null,slutpris 6 100 000 kr,såld 30 mars 2021,+11 %,105 172 kr/m²,sodermalm
"bellmansgatan 20, 2 tr","södermalm, stockholms kommun","127 m²   4,5 rum",552 kr/mån,balkong&hiss,slutpris 16 500 000 kr,såld 30 mars 2021,+32 %,129 921 kr/m²,sodermalm
"åsögatan 104, 1 tr","södermalm, stockholms kommun",96 m²   4 rum,4 949 kr/mån,hiss,slutpris 8 300 000 kr,såld 30 mars 2021,+4 %,86 458 kr/m²,sodermalm
wollmar yxkullsgatan 52a,"södermalm - zinkensdamm, stockholms kommun",50 m²   2 rum,2 616 kr/mån,null,slutpris 4 350 000 kr,såld 30 mars 2021,+2 %,87 000 kr/m²,sodermalm
